"","X.1","X","ï..DATE","TIME","BOROUGH","ZIP.CODE","LATITUDE","LONGITUDE","LOCATION","ON.STREET.NAME","CROSS.STREET.NAME","OFF.STREET.NAME","NUMBER.OF.PERSONS.INJURED","NUMBER.OF.PERSONS.KILLED","NUMBER.OF.PEDESTRIANS.INJURED","NUMBER.OF.PEDESTRIANS.KILLED","NUMBER.OF.CYCLIST.INJURED","NUMBER.OF.CYCLIST.KILLED","NUMBER.OF.MOTORIST.INJURED","NUMBER.OF.MOTORIST.KILLED","CONTRIBUTING.FACTOR.VEHICLE.1","CONTRIBUTING.FACTOR.VEHICLE.2","CONTRIBUTING.FACTOR.VEHICLE.3","CONTRIBUTING.FACTOR.VEHICLE.4","CONTRIBUTING.FACTOR.VEHICLE.5","UNIQUE.KEY","VEHICLE.TYPE.CODE.1","VEHICLE.TYPE.CODE.2","VEHICLE.TYPE.CODE.3","VEHICLE.TYPE.CODE.4","VEHICLE.TYPE.CODE.5","number_vehicles_involved"
"91",122,2485,"04/14/2016","20:30","QUEENS",11415,40.7044262,-73.825757,"(40.7044262, -73.825757)","METROPOLITAN AVENUE","85 AVENUE",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Failure to Yield Right-of-Way",,,,3422483,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"92",123,2486,"08/13/2015","16:00","QUEENS",11362,40.760951,-73.721879,"(40.760951, -73.721879)","59 AVENUE","260 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3277024,"UNKNOWN","PASSENGER VEHICLE",,,,2
"93",124,2487,"04/14/2016","20:30","QUEENS",11691,40.6022727,-73.7533553,"(40.6022727, -73.7533553)","BEACH 20 STREET","CORNAGA AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3422115,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"94",126,2501,"08/13/2015","16:30","QUEENS",11101,40.7409163,-73.9522573,"(40.7409163, -73.9522573)","BORDEN AVENUE","11 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3277611,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"95",127,2514,"08/24/2016","12:08","MANHATTAN",10019,40.7655201,-73.9800367,"(40.7655201, -73.9800367)","WEST 57 STREET","7 AVENUE",,0,0,0,0,0,0,0,0,"Passenger Distraction","Passenger Distraction",,,,3517326,"TAXI","PASSENGER VEHICLE",,,,2
"96",128,2584,"08/24/2016","16:08","BROOKLYN",11206,40.7081706,-73.9506577,"(40.7081706, -73.9506577)","SOUTH 3 STREET","UNION AVENUE",,2,0,1,0,1,0,0,0,"Failure to Yield Right-of-Way",,,,,3533256,"BICYCLE",,,,,1
"97",129,2603,"10/08/2015","21:59","BROOKLYN",11235,40.5895638,-73.9595125,"(40.5895638, -73.9595125)","AVENUE Y","EAST 11 STREET",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3311845,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"98",130,2604,"10/08/2015","22:30","STATEN ISLAND",10312,40.5453972,-74.1657433,"(40.5453972, -74.1657433)","RICHMOND AVENUE","WILSON AVENUE",,1,0,0,0,1,0,0,0,"Failure to Yield Right-of-Way","Unspecified",,,,3311583,"PASSENGER VEHICLE","BICYCLE",,,,2
"99",131,2605,"10/08/2015","22:44","MANHATTAN",10036,40.7597902,-73.9879256,"(40.7597902, -73.9879256)","WEST 46 STREET","8 AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3311663,"PASSENGER VEHICLE","TAXI",,,,2
"100",132,2606,"10/08/2015","22:45","QUEENS",11434,40.6815787,-73.7654756,"(40.6815787, -73.7654756)","MERRICK BOULEVARD","SELOVER ROAD",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3312153,"PASSENGER VEHICLE","UNKNOWN",,,,2
"101",133,2607,"10/08/2015","22:53","MANHATTAN",10002,40.7199351,-73.9787516,"(40.7199351, -73.9787516)","EAST HOUSTON STREET","AVENUE D",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",,,,3311616,"SPORT UTILITY / STATION WAGON","TAXI",,,,2
"102",135,2609,"10/08/2015","22:55","BROOKLYN",11204,40.6317158,-73.9820907,"(40.6317158, -73.9820907)","16 AVENUE","46 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3311852,"VAN","PASSENGER VEHICLE",,,,2
"103",136,2610,"10/08/2015","22:55","MANHATTAN",10016,40.7437832,-73.9735076,"(40.7437832, -73.9735076)","EAST 34 STREET","1 AVENUE",,0,0,0,0,0,0,0,0,"Driver Inexperience","Unspecified",,,,3310996,"PASSENGER VEHICLE","TAXI",,,,2
"104",137,2613,"10/08/2015","3:00","BROOKLYN",11220,40.6397084,-74.0196014,"(40.6397084, -74.0196014)","4 AVENUE","62 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3311268,"PASSENGER VEHICLE","UNKNOWN",,,,2
"105",138,2614,"10/08/2015","3:00","BRONX",10456,40.825213,-73.9077793,"(40.825213, -73.9077793)","EAST 164 STREET","BOSTON ROAD",,1,0,1,0,0,0,0,0,"Driver Inattention/Distraction",,,,,3320194,"LIVERY VEHICLE",,,,,1
"106",139,2615,"10/08/2015","3:19","MANHATTAN",10024,40.7876856,-73.9750141,"(40.7876856, -73.9750141)","WEST 86 STREET","AMSTERDAM AVENUE",,0,0,0,0,0,0,0,0,"Fell Asleep",,,,,3311043,"TAXI",,,,,1
"107",140,2618,"10/08/2015","3:30","BROOKLYN",11230,40.6167573,-73.9714113,"(40.6167573, -73.9714113)","AVENUE M","EAST 4 STREET",,1,0,0,0,0,0,1,0,"Physical Disability","Unspecified","Unspecified",,,3311213,"PASSENGER VEHICLE",,,,,1
"108",141,2620,"08/13/2015","6:30","MANHATTAN",10009,40.7257771,-73.9866041,"(40.7257771, -73.9866041)","EAST 5 STREET","1 AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3276482,"PASSENGER VEHICLE","OTHER","SPORT UTILITY / STATION WAGON",,,3
"109",142,2647,"09/29/2016","13:09","BROOKLYN",11239,40.6528929,-73.8667311,"(40.6528929, -73.8667311)","GATEWAY DRIVE","ERSKINE STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3530030,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"110",143,2684,"04/14/2016","8:51","BROOKLYN",11217,40.6808708,-73.9751443,"(40.6808708, -73.9751443)","FLATBUSH AVENUE","BERGEN STREET",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",,,,3419884,"PASSENGER VEHICLE",,,,,1
"111",144,2686,"04/14/2016","9:00","BROOKLYN",11217,40.6774292,-73.9766165,"(40.6774292, -73.9766165)","6 AVENUE","SAINT JOHNS PLACE",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",,,,3419885,"PASSENGER VEHICLE",,,,,1
"112",145,2687,"04/14/2016","9:00","QUEENS",11379,40.7214874,-73.8665723,"(40.7214874, -73.8665723)","WOODHAVEN BOULEVARD","64 ROAD",,0,0,0,0,0,0,0,0,"Pavement Defective",,,,,3423444,"PASSENGER VEHICLE",,,,,1
"113",146,2769,"07/24/2016","17:26","BROOKLYN",11230,40.6128536,-73.9600026,"(40.6128536, -73.9600026)","EAST 14 STREET","AVENUE O",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3487075,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"114",148,2772,"07/14/2016","0:00","QUEENS",11426,40.7351801,-73.7183457,"(40.7351801, -73.7183457)","249 STREET","HILLSIDE AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3480635,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"115",149,2796,"07/14/2016","15:35","QUEENS",11357,40.7876776,-73.8187537,"(40.7876776, -73.8187537)","147 STREET","14 AVENUE",,1,0,0,0,1,0,0,0,"Unspecified","Unspecified",,,,3480037,"PASSENGER VEHICLE","BICYCLE",,,,2
"116",150,2797,"07/14/2016","15:38","BROOKLYN",11205,40.6917544,-73.9665651,"(40.6917544, -73.9665651)","WASHINGTON AVENUE","WILLOUGHBY AVENUE",,1,0,0,0,0,0,1,0,"Unspecified","Unspecified",,,,3480547,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"117",151,2856,"04/13/2016","13:00","BROOKLYN",11208,40.6755367,-73.870994,"(40.6755367, -73.870994)","PITKIN AVENUE","PINE STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3419021,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"118",153,2858,"04/13/2016","13:01","BRONX",10470,40.9010633,-73.8615635,"(40.9010633, -73.8615635)","WEBSTER AVENUE","EAST 240 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3455994,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"119",156,2928,"07/21/2016","18:40","BROOKLYN",11203,40.6444315,-73.9295994,"(40.6444315, -73.9295994)","CLARENDON ROAD","UTICA AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3485562,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"120",157,2955,"08/22/2016","11:08","BROOKLYN",11210,40.6320215,-73.9487613,"(40.6320215, -73.9487613)","HILLEL PLACE","CAMPUS ROAD",,1,0,0,0,1,0,0,0,"Unspecified",,,,,3533229,"BICYCLE",,,,,1
"121",159,3092,"07/19/2016","0:00","MANHATTAN",10014,40.7307183,-74.0044596,"(40.7307183, -74.0044596)","7 AVENUE SOUTH","BEDFORD STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3483550,"PASSENGER VEHICLE","SMALL COM VEH(4 TIRES)",,,,2
"122",160,3095,"07/13/2016","21:11","MANHATTAN",10065,40.7624884,-73.9629739,"(40.7624884, -73.9629739)","EAST 62 STREET","2 AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3481823,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"123",161,3096,"07/13/2016","21:15","BRONX",10468,40.8599772,-73.9007864,"(40.8599772, -73.9007864)","EAST 184 STREET","MORRIS AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3479740,"PASSENGER VEHICLE",,,,,1
"124",162,3108,"08/10/2015","13:42","QUEENS",11423,40.7087102,-73.7790469,"(40.7087102, -73.7790469)","182 STREET","JAMAICA AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3275600,"PASSENGER VEHICLE","UNKNOWN",,,,2
"125",163,3125,"08/10/2015","14:24","BRONX",10469,40.8746604,-73.8492411,"(40.8746604, -73.8492411)","FISH AVENUE","GIVAN AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3276046,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"126",164,3190,"08/10/2015","1:55","QUEENS",11412,40.702936,-73.7550026,"(40.702936, -73.7550026)","201 STREET","112 AVENUE",,0,0,0,0,0,0,0,0,"Unspecified",,,,,3275022,"PASSENGER VEHICLE",,,,,1
"127",167,3267,"10/08/2015","4:38","MANHATTAN",10022,40.7590602,-73.9726136,"(40.7590602, -73.9726136)","PARK AVENUE","EAST 53 STREET",,1,0,0,0,0,0,1,0,"Unspecified","Unspecified",,,,3311009,"LARGE COM VEH(6 OR MORE TIRES)","PASSENGER VEHICLE",,,,2
"128",169,3269,"10/08/2015","4:45","QUEENS",11101,40.7447332,-73.9335895,"(40.7447332, -73.9335895)","VANDAM STREET","THOMSON AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3311467,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"129",170,3270,"10/08/2015","5:08","BROOKLYN",11233,40.6768576,-73.9201232,"(40.6768576, -73.9201232)","ATLANTIC AVENUE","BANCROFT PLACE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3311329,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"130",171,3271,"10/08/2015","5:20","MANHATTAN",10002,40.7158555,-73.9949534,"(40.7158555, -73.9949534)","CANAL STREET","CHRYSTIE STREET",,0,0,0,0,0,0,0,0,"Oversized Vehicle","Physical Disability",,,,3310946,"LARGE COM VEH(6 OR MORE TIRES)","PASSENGER VEHICLE",,,,2
"131",172,3272,"10/08/2015","5:22","BROOKLYN",11205,40.6931009,-73.9548807,"(40.6931009, -73.9548807)","SPENCER STREET","WILLOUGHBY AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3311318,"SPORT UTILITY / STATION WAGON","UNKNOWN",,,,2
"132",174,3275,"10/08/2015","6:00","QUEENS",11432,40.7138481,-73.7788711,"(40.7138481, -73.7788711)","183 STREET","HILLSIDE AVENUE",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3311396,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"133",175,3278,"10/08/2015","6:15","MANHATTAN",10065,40.7618573,-73.9634255,"(40.7618573, -73.9634255)","EAST 61 STREET","2 AVENUE",,0,0,0,0,0,0,0,0,"Other Vehicular","Fatigued/Drowsy",,,,3312953,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"134",176,3279,"10/08/2015","6:25","BROOKLYN",11205,40.698677,-73.9588584,"(40.698677, -73.9588584)","FLUSHING AVENUE","FRANKLIN AVENUE",,0,0,0,0,0,0,0,0,"Oversized Vehicle","Oversized Vehicle",,,,3311969,"LARGE COM VEH(6 OR MORE TIRES)","SPORT UTILITY / STATION WAGON",,,,2
"135",177,3280,"08/09/2015","10:00","QUEENS",11385,40.7063984,-73.8918141,"(40.7063984, -73.8918141)","65 PLACE","68 AVENUE",,0,0,0,0,0,0,0,0,"Driver Inexperience","Unspecified",,,,3274292,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"136",178,3305,"08/21/2016","7:08","QUEENS",11375,40.7107124,-73.8374707,"(40.7107124, -73.8374707)","JACKIE ROBINSON PARKWAY","UNION TURNPIKE",,1,0,0,0,0,0,3,0,"Unspecified","Unspecified",,,,3505524,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"137",179,3329,"08/09/2015","16:00","BROOKLYN",11214,40.6001353,-73.9908641,"(40.6001353, -73.9908641)","86 STREET","BAY 34 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3274137,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"138",180,3338,"10/25/2016","0:10","BROOKLYN",11201,40.7016594,-73.9920656,"(40.7016594, -73.9920656)","BROOKLYN QNS EXPRESSWAY","CADMAN PLAZA WEST",,0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",,,,3547164,"PASSENGER VEHICLE",,,,,1
"139",181,3339,"10/25/2016","0:10","BROOKLYN",11208,40.677297,-73.8768167,"(40.677297, -73.8768167)","LIBERTY AVENUE","LOGAN STREET",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3547831,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"140",182,3340,"10/25/2016","0:10","BROOKLYN",11226,40.6443057,-73.9517859,"(40.6443057, -73.9517859)","CORTELYOU ROAD","ROGERS AVENUE",,0,0,0,0,0,0,0,0,"Unspecified",,,,,3547760,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"141",183,3341,"10/25/2016","0:10","MANHATTAN",10024,40.7871634,-73.9716812,"(40.7871634, -73.9716812)","COLUMBUS AVENUE","WEST 87 STREET",,0,0,0,0,0,0,0,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion","Unspecified",,,,3547748,"BICYCLE",,,,,1
"142",184,3342,"10/25/2016","0:10","QUEENS",11004,40.7469456,-73.7189455,"(40.7469456, -73.7189455)","74 AVENUE","LITTLE NECK PARKWAY",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3547299,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"143",185,3348,"10/25/2016","0:10","QUEENS",11421,40.6884117,-73.8479278,"(40.6884117, -73.8479278)","ATLANTIC AVENUE","95 STREET",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified","Unspecified",,,3546536,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,3
"144",187,3359,"08/09/2015","17:20","BROOKLYN",11223,40.5959869,-73.9822119,"(40.5959869, -73.9822119)","AVENUE U","WEST 11 STREET",,1,0,0,0,1,0,0,0,"Unspecified","Unspecified",,,,3274762,"UNKNOWN","BICYCLE",,,,2
"145",188,3365,"10/25/2016","0:10","BROOKLYN",11236,40.6411033,-73.9046251,"(40.6411033, -73.9046251)","FLATLANDS AVENUE","EAST 92 STREET",,2,0,0,0,0,0,2,0,"Unspecified","Unspecified",,,,3547871,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"146",193,3370,"10/25/2016","10:10","MANHATTAN",10001,40.7472061,-73.9970984,"(40.7472061, -73.9970984)","WEST 26 STREET","8 AVENUE",,0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Passing or Lane Usage Improper",,,,3548090,"TAXI","TAXI",,,,2
"147",194,3371,"10/25/2016","10:10","MANHATTAN",10014,40.7276662,-74.0031714,"(40.7276662, -74.0031714)","AVENUE OF THE AMERICAS","KING STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3547885,"SPORT UTILITY / STATION WAGON","TAXI",,,,2
"148",195,3372,"10/25/2016","10:10","MANHATTAN",10021,40.773734,-73.9640111,"(40.773734, -73.9640111)","EAST 75 STREET","MADISON AVENUE",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3546878,"PASSENGER VEHICLE",,,,,1
"149",196,3373,"10/25/2016","10:10","MANHATTAN",10033,40.8503542,-73.9406048,"(40.8503542, -73.9406048)","CABRINI BOULEVARD","WEST 180 STREET",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",,,,3547725,"PICK-UP TRUCK","SPORT UTILITY / STATION WAGON",,,,2
"150",197,3374,"10/25/2016","10:10","QUEENS",11104,40.7452249,-73.9211311,"(40.7452249, -73.9211311)","43 STREET","43 AVENUE",,0,0,0,0,0,0,0,0,"Unsafe Lane Changing","Unspecified","Unspecified",,,3546929,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,3
"151",198,3375,"10/25/2016","10:10","QUEENS",11365,40.7421627,-73.8044317,"(40.7421627, -73.8044317)","BOOTH MEMORIAL AVENUE","164 STREET",,0,0,0,0,0,0,0,0,"Illness","Unspecified",,,,3547150,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"152",200,3383,"04/13/2016","8:45","QUEENS",11419,40.6887712,-73.8301646,"(40.6887712, -73.8301646)","101 AVENUE","114 STREET",,2,0,0,0,0,0,2,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",,,,3422464,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"153",201,3384,"04/13/2016","8:50","QUEENS",11355,40.7431628,-73.8255511,"(40.7431628, -73.8255511)","MAIN STREET","60 AVENUE",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",,,,3426565,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"154",202,3385,"10/25/2016","10:10","MANHATTAN",10019,40.7668758,-73.979076,"(40.7668758, -73.979076)","CENTRAL PARK SOUTH","7 AVENUE",,0,0,0,0,0,0,0,0,"Following Too Closely","Following Too Closely",,,,3547608,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"155",203,3388,"10/25/2016","10:10","MANHATTAN",10016,40.7482467,-73.9762885,"(40.7482467, -73.9762885)","3 AVENUE","EAST 38 STREET",,1,0,0,0,1,0,0,0,"Driver Inattention/Distraction","Other Vehicular",,,,3547280,"TAXI","BICYCLE",,,,2
"156",204,3391,"10/25/2016","11:10","BRONX",10451,40.825116,-73.9254012,"(40.825116, -73.9254012)","WALTON AVENUE","EAST 157 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3547722,"TAXI",,,,,1
"157",205,3400,"08/19/2015","10:40","BROOKLYN",11203,40.6582963,-73.9310841,"(40.6582963, -73.9310841)","UTICA AVENUE","WINTHROP STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3281718,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"158",206,3401,"10/25/2016","12:10","BROOKLYN",11201,40.6839554,-73.9895582,"(40.6839554, -73.9895582)","BALTIC STREET","HOYT STREET",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3547225,"PASSENGER VEHICLE",,,,,1
"159",207,3402,"10/25/2016","12:10","BROOKLYN",11220,40.6326333,-74.0125342,"(40.6326333, -74.0125342)","65 STREET","8 AVENUE",,0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",,,,3547954,"PICK-UP TRUCK","PASSENGER VEHICLE",,,,2
"160",211,3420,"10/25/2016","14:10","BRONX",10473,40.8207847,-73.8452805,"(40.8207847, -73.8452805)","CINCINATUS AVENUE","HAVEMEYER AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3547673,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"161",213,3422,"10/25/2016","14:10","BROOKLYN",11207,40.6757902,-73.9026791,"(40.6757902, -73.9026791)","SNEDIKER AVENUE","ATLANTIC AVENUE",,0,0,0,0,0,0,0,0,"Turning Improperly","Unspecified",,,,3547829,"PASSENGER VEHICLE",,,,,1
"162",215,3430,"04/12/2016","13:31","BROOKLYN",11220,40.6363086,-74.0278873,"(40.6363086, -74.0278873)","BAY RIDGE PLACE","BAY RIDGE AVENUE",,0,0,0,0,0,0,0,0,"Pavement Slippery","Pavement Slippery","Pavement Slippery","Pavement Slippery",,3416858,"PASSENGER VEHICLE","PASSENGER VEHICLE","PASSENGER VEHICLE","PASSENGER VEHICLE",,4
"163",216,3431,"04/12/2016","13:40","MANHATTAN",10017,40.7579112,-73.977653,"(40.7579112, -73.977653)","WEST 49 STREET","5 AVENUE",,0,0,0,0,0,0,0,0,"Lost Consciousness","Lost Consciousness",,,,3408354,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"164",217,3432,"04/12/2016","13:40","STATEN ISLAND",10305,40.6204307,-74.0709552,"(40.6204307, -74.0709552)","FRONT STREET","BAY STREET",,0,0,0,0,0,0,0,0,"Driver Inexperience",,,,,3429797,"PASSENGER VEHICLE",,,,,1
"165",219,3434,"10/25/2016","14:10","MANHATTAN",10013,40.7159187,-73.9993218,"(40.7159187, -73.9993218)","MULBERRY STREET","BAYARD STREET",,0,0,0,0,0,0,0,0,"Unsafe Lane Changing","Unspecified",,,,3547907,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"166",221,3436,"10/25/2016","14:10","QUEENS",11691,40.6096055,-73.7489307,"(40.6096055, -73.7489307)","BRUNSWICK AVENUE","MINTON STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3547833,"SPORT UTILITY / STATION WAGON",,,,,1
"167",222,3451,"08/08/2015","12:00","MANHATTAN",10021,40.7724189,-73.9628637,"(40.7724189, -73.9628637)","PARK AVENUE","EAST 74 STREET",,0,0,0,0,0,0,0,0,"Other Vehicular","Physical Disability",,,,3273464,"TAXI","TAXI",,,,2
"168",223,3464,"06/09/2016","15:00","QUEENS",11413,40.6663082,-73.785928,"(40.6663082, -73.785928)","SOUTH CONDUIT AVENUE","153 PLACE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3459520,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"169",224,3465,"10/25/2016","15:10","QUEENS",11354,40.7648688,-73.8119568,"(40.7648688, -73.8119568)","NORTHERN BOULEVARD","153 STREET",,0,0,0,0,0,0,0,0,"Unspecified",,,,,3547173,"SPORT UTILITY / STATION WAGON",,,,,1
"170",225,3466,"10/25/2016","15:10","QUEENS",11357,40.7866518,-73.8263941,"(40.7866518, -73.8263941)","14 AVENUE","143 STREET",,0,0,0,0,0,0,0,0,"Driver Inexperience","Unspecified","Unspecified",,,3547168,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"171",227,3468,"10/25/2016","15:10","QUEENS",11419,40.6914065,-73.8127193,"(40.6914065, -73.8127193)","134 STREET","LIBERTY AVENUE",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3547111,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"172",228,3474,"10/25/2016","15:10","QUEENS",11421,40.6936625,-73.8521639,"(40.6936625, -73.8521639)","WOODHAVEN BOULEVARD","JAMAICA AVENUE",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",,,,3547323,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"173",229,3475,"10/25/2016","15:10","QUEENS",11422,40.6652573,-73.7395512,"(40.6652573, -73.7395512)","BROOKVILLE BOULEVARD","SOUTH CONDUIT AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified","Unspecified","Unspecified",,3547293,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,4
"174",230,3476,"10/25/2016","15:10","QUEENS",11694,40.5816044,-73.8307683,"(40.5816044, -73.8307683)","ROCKAWAY BEACH BOULEVARD","BEACH 109 STREET",,0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Driver Inattention/Distraction",,,,3547121,"PASSENGER VEHICLE","PICK-UP TRUCK",,,,2
"175",231,3477,"10/25/2016","15:10","STATEN ISLAND",10309,40.5331579,-74.2034036,"(40.5331579, -74.2034036)","FOSTER ROAD","CARLTON AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3548140,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"176",232,3493,"10/25/2016","15:10","BROOKLYN",11231,40.6760305,-74.0166522,"(40.6760305, -74.0166522)","BEARD STREET","CONOVER STREET",,1,0,0,0,1,0,0,0,"Unspecified","Unspecified",,,,3547189,"PASSENGER VEHICLE","BICYCLE",,,,2
"177",233,3494,"10/25/2016","15:10","BROOKLYN",11231,40.6808708,-73.9988751,"(40.6808708, -73.9988751)","CLINTON STREET","1 PLACE",,1,0,0,0,0,0,1,0,"Traffic Control Disregarded","Unspecified",,,,3547193,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"178",234,3500,"04/12/2016","15:00","QUEENS",11363,40.7751185,-73.7427753,"(40.7751185, -73.7427753)","LITTLE NECK PARKWAY","38 AVENUE",,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction",,,,,3427577,"PASSENGER VEHICLE",,,,,1
"179",235,3501,"04/12/2016","15:00","MANHATTAN",10032,40.8347313,-73.9406657,"(40.8347313, -73.9406657)","WEST 160 STREET","AMSTERDAM AVENUE",,2,0,0,0,0,0,2,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",,,,3410629,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
