"","X.1","X","ï..DATE","TIME","BOROUGH","ZIP.CODE","LATITUDE","LONGITUDE","LOCATION","ON.STREET.NAME","CROSS.STREET.NAME","OFF.STREET.NAME","NUMBER.OF.PERSONS.INJURED","NUMBER.OF.PERSONS.KILLED","NUMBER.OF.PEDESTRIANS.INJURED","NUMBER.OF.PEDESTRIANS.KILLED","NUMBER.OF.CYCLIST.INJURED","NUMBER.OF.CYCLIST.KILLED","NUMBER.OF.MOTORIST.INJURED","NUMBER.OF.MOTORIST.KILLED","CONTRIBUTING.FACTOR.VEHICLE.1","CONTRIBUTING.FACTOR.VEHICLE.2","CONTRIBUTING.FACTOR.VEHICLE.3","CONTRIBUTING.FACTOR.VEHICLE.4","CONTRIBUTING.FACTOR.VEHICLE.5","UNIQUE.KEY","VEHICLE.TYPE.CODE.1","VEHICLE.TYPE.CODE.2","VEHICLE.TYPE.CODE.3","VEHICLE.TYPE.CODE.4","VEHICLE.TYPE.CODE.5","number_vehicles_involved"
"4632",5491,14216,"12/19/2015","6:15","QUEENS",11373,40.7399182,-73.8814679,"(40.7399182, -73.8814679)","CORNISH AVENUE","POYER STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3358387,"PASSENGER VEHICLE","UNKNOWN",,,,2
"4633",5492,14217,"12/19/2015","6:20","MANHATTAN",10025,40.795464,-73.9638043,"(40.795464, -73.9638043)","MANHATTAN AVENUE","WEST 101 STREET",,0,0,0,0,0,0,0,0,"Pavement Defective",,,,,3356030,"SPORT UTILITY / STATION WAGON",,,,,1
"4634",5494,14220,"12/19/2015","6:57","BRONX",10457,40.8448335,-73.9093749,"(40.8448335, -73.9093749)","EAST 174 STREET","MORRIS AVENUE",,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified","Unspecified",,,3357935,"LIVERY VEHICLE","PASSENGER VEHICLE","PASSENGER VEHICLE",,,3
"4635",5495,14221,"12/19/2015","7:00","QUEENS",11106,40.7628293,-73.9289978,"(40.7628293, -73.9289978)","CRESCENT STREET","33 AVENUE",,0,0,0,0,0,0,0,0,"Lost Consciousness","Fatigued/Drowsy",,,,3357126,"TAXI","TAXI",,,,2
"4636",5496,14222,"12/19/2015","7:02","MANHATTAN",10031,40.8188024,-73.9560203,"(40.8188024, -73.9560203)","BROADWAY","WEST 133 STREET",,0,0,0,0,0,0,0,0,"Unspecified",,,,,3357319,"PASSENGER VEHICLE",,,,,1
"4637",5497,14223,"12/19/2015","7:10","BROOKLYN",11219,40.6402891,-73.9947969,"(40.6402891, -73.9947969)","FORT HAMILTON PARKWAY","45 STREET",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3356205,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"4638",5498,14224,"12/19/2015","7:20","BROOKLYN",11201,40.6948378,-73.9839237,"(40.6948378, -73.9839237)","TECH PLACE","FLATBUSH AVENUE EXTENSION",,0,0,0,0,0,0,0,0,"Unspecified",,,,,3357560,"PASSENGER VEHICLE",,,,,1
"4639",5499,14226,"12/19/2015","7:50","BROOKLYN",11210,40.6363264,-73.9583996,"(40.6363264, -73.9583996)","FOSTER AVENUE","OCEAN AVENUE",,2,0,0,0,0,0,2,0,"Unspecified","Unspecified",,,,3357503,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"4640",5500,14228,"12/19/2015","8:00","BRONX",10452,40.8437966,-73.9255826,"(40.8437966, -73.9255826)","UNDERCLIFF AVENUE","WEST 171 STREET",,0,0,0,0,0,0,0,0,"Reaction to Other Uninvolved Vehicle","Unspecified",,,,3356113,"PASSENGER VEHICLE","UNKNOWN",,,,2
"4641",5501,14229,"12/19/2015","8:00","MANHATTAN",10022,40.7576386,-73.9634098,"(40.7576386, -73.9634098)","EAST 56 STREET","1 AVENUE",,0,0,0,0,0,0,0,0,"Other Vehicular","Other Vehicular",,,,3355999,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"4642",5502,14230,"12/19/2015","8:00","QUEENS",11412,40.6959487,-73.7528717,"(40.6959487, -73.7528717)","116 AVENUE","200 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified","Unspecified",,,3356496,"PASSENGER VEHICLE","PASSENGER VEHICLE","PASSENGER VEHICLE",,,3
"4643",5503,14232,"12/19/2015","8:17","BRONX",10469,40.8733019,-73.8536375,"(40.8733019, -73.8536375)","EAST GUN HILL ROAD","BOSTON ROAD",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3356135,"OTHER","OTHER",,,,2
"4644",5504,14233,"12/19/2015","8:32","BROOKLYN",11225,40.6599379,-73.9534615,"(40.6599379, -73.9534615)","ROGERS AVENUE","MIDWOOD STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3356254,"SPORT UTILITY / STATION WAGON","UNKNOWN",,,,2
"4645",5505,14234,"12/19/2015","8:40","BROOKLYN",11236,40.6471826,-73.9074704,"(40.6471826, -73.9074704)","FOSTER AVENUE","EAST 95 STREET",,0,0,0,0,0,0,0,0,"Physical Disability","Physical Disability",,,,3356237,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"4646",5506,14235,"12/19/2015","8:40","MANHATTAN",10016,40.74478,-73.9758819,"(40.74478, -73.9758819)","EAST 34 STREET","2 AVENUE",,0,0,0,0,0,0,0,0,"Other Vehicular","Other Vehicular",,,,3356001,"TAXI","PASSENGER VEHICLE",,,,2
"4647",5507,14236,"12/19/2015","8:40","QUEENS",11434,40.6783648,-73.7794791,"(40.6783648, -73.7794791)","BAISLEY BOULEVARD","GUY R BREWER BOULEVARD",,0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",,,,3356490,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"4648",5508,14238,"12/19/2015","8:45","BRONX",10458,40.8701843,-73.8855166,"(40.8701843, -73.8855166)","BAINBRIDGE AVENUE","BEDFORD PARK BOULEVARD",,0,0,0,0,0,0,0,0,"Failure to Keep Right","Unspecified","Unspecified",,,3356744,"PASSENGER VEHICLE","PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,3
"4649",5509,14239,"12/19/2015","8:45","BROOKLYN",11214,40.6077933,-73.9913565,"(40.6077933, -73.9913565)","78 STREET","21 AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3356759,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"4650",5510,14240,"12/19/2015","8:45","QUEENS",11368,40.748691,-73.8577153,"(40.748691, -73.8577153)","108 STREET","43 AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3356470,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"4651",5511,14242,"12/19/2015","9:00","BROOKLYN",11231,40.6837198,-74.0033352,"(40.6837198, -74.0033352)","PRESIDENT STREET","COLUMBIA STREET",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3358126,"UNKNOWN","PASSENGER VEHICLE",,,,2
"4652",5512,14243,"12/19/2015","9:00","BROOKLYN",11238,40.671645,-73.9625737,"(40.671645, -73.9625737)","WASHINGTON AVENUE","EASTERN PARKWAY",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3357540,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"4653",5513,14244,"12/19/2015","9:00","QUEENS",11355,40.7547687,-73.8299602,"(40.7547687, -73.8299602)","MAPLE AVENUE","FRAME PLACE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3356461,"SPORT UTILITY / STATION WAGON","UNKNOWN",,,,2
"4654",5514,14245,"12/19/2015","9:08","BROOKLYN",11219,40.6263619,-74.0083001,"(40.6263619, -74.0083001)","BAY RIDGE AVENUE","11 AVENUE",,0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",,,,3356220,"SPORT UTILITY / STATION WAGON","SMALL COM VEH(4 TIRES)",,,,2
"4655",5515,14246,"12/19/2015","9:10","BROOKLYN",11215,40.6601383,-73.9839176,"(40.6601383, -73.9839176)","PROSPECT AVENUE","8 AVENUE",,0,0,0,0,0,0,0,0,"Oversized Vehicle","Lost Consciousness",,,,3356267,"SMALL COM VEH(4 TIRES)","PASSENGER VEHICLE",,,,2
"4656",5516,14247,"12/19/2015","9:10","MANHATTAN",10036,40.7627496,-73.9969136,"(40.7627496, -73.9969136)","11 AVENUE","WEST 45 STREET",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3357272,"LARGE COM VEH(6 OR MORE TIRES)","SMALL COM VEH(4 TIRES)",,,,2
"4657",5517,14249,"12/19/2015","9:35","STATEN ISLAND",10304,40.6285435,-74.0764686,"(40.6285435, -74.0764686)","BAY STREET","PROSPECT STREET",,0,0,0,0,0,0,0,0,"Prescription Medication","Prescription Medication",,,,3356505,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"4658",5518,14251,"12/19/2015","9:40","QUEENS",11411,40.6975248,-73.7468181,"(40.6975248, -73.7468181)","FRANCIS LEWIS BOULEVARD","116 AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3356978,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"4659",5519,14252,"12/19/2015","9:45","MANHATTAN",10019,40.7656758,-73.9762353,"(40.7656758, -73.9762353)","CENTRAL PARK SOUTH","6 AVENUE",,0,0,0,0,0,0,0,0,"Turning Improperly","Turning Improperly",,,,3357273,"PASSENGER VEHICLE","TAXI",,,,2
"4660",5520,14255,"12/19/2015","9:45","MANHATTAN",10021,40.7664937,-73.9569573,"(40.7664937, -73.9569573)","1 AVENUE","EAST 70 STREET",,1,0,0,0,0,0,1,0,"Other Vehicular","Other Vehicular",,,,3356020,"LIVERY VEHICLE","UNKNOWN",,,,2
"4661",5521,14256,"12/19/2015","9:50","BROOKLYN",11236,40.6353115,-73.9042694,"(40.6353115, -73.9042694)","EAST 87 STREET","AVENUE K",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",,,,3356236,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"4662",5522,14257,"12/19/2015","9:59","BRONX",10469,40.8669728,-73.8373202,"(40.8669728, -73.8373202)","GUNTHER AVENUE","BARTOW AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3356123,"OTHER","OTHER",,,,2
"4663",5523,14258,"12/18/2015","0:01","BROOKLYN",11226,40.6540699,-73.9617619,"(40.6540699, -73.9617619)","OCEAN AVENUE","WOODRUFF AVENUE",,1,0,1,0,0,0,0,0,"Unspecified",,,,,3356241,"SPORT UTILITY / STATION WAGON",,,,,1
"4664",5524,14259,"12/18/2015","0:15","QUEENS",11379,40.7270035,-73.8807981,"(40.7270035, -73.8807981)","80 STREET","58 AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified","Unspecified",,,3355718,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,3
"4665",5525,14262,"12/18/2015","0:15","QUEENS",11417,40.6800084,-73.8487907,"(40.6800084, -73.8487907)","90 STREET","LIBERTY AVENUE",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3355747,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"4666",5526,14263,"12/18/2015","0:26","QUEENS",11421,40.6959506,-73.8623681,"(40.6959506, -73.8623681)","FOREST PARKWAY","PARK LANE SOUTH",,0,0,0,0,0,0,0,0,"Lost Consciousness","Unspecified",,,,3355693,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"4667",5527,14264,"12/18/2015","0:30","MANHATTAN",10026,40.7974839,-73.9487856,"(40.7974839, -73.9487856)","5 AVENUE","EAST 111 STREET",,0,0,0,0,0,0,0,0,"Prescription Medication","Unspecified",,,,3355356,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"4668",5528,14265,"12/18/2015","0:30","QUEENS",11373,40.7453038,-73.8901846,"(40.7453038, -73.8901846)","41 AVENUE","75 STREET",,0,0,0,0,0,0,0,0,"Pavement Slippery","Unspecified",,,,3355828,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"4669",5529,14267,"12/18/2015","0:40","MANHATTAN",10022,40.7599831,-73.9648018,"(40.7599831, -73.9648018)","EAST 58 STREET","2 AVENUE",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",,,,3355311,"SMALL COM VEH(4 TIRES)","UNKNOWN",,,,2
"4670",5530,14269,"12/18/2015","10:00","BRONX",10472,40.8286604,-73.8782347,"(40.8286604, -73.8782347)","BOYNTON AVENUE","WESTCHESTER AVENUE",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3356098,"VAN","SPORT UTILITY / STATION WAGON",,,,2
"4671",5531,14270,"12/18/2015","10:00","BRONX",10473,40.8262799,-73.8434105,"(40.8262799, -73.8434105)","ZEREGA AVENUE","STORY AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3356099,"LARGE COM VEH(6 OR MORE TIRES)","BUS",,,,2
"4672",5532,14271,"12/18/2015","10:00","BROOKLYN",11201,40.688616,-73.9891681,"(40.688616, -73.9891681)","ATLANTIC AVENUE","SMITH STREET",,0,0,0,0,0,0,0,0,"Fatigued/Drowsy","Unspecified",,,,3355650,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"4673",5533,14273,"12/18/2015","10:05","QUEENS",11373,40.7405692,-73.8692478,"(40.7405692, -73.8692478)","94 STREET","51 AVENUE",,1,0,0,0,1,0,0,0,"Lost Consciousness","Unspecified",,,,3357057,"SPORT UTILITY / STATION WAGON","BICYCLE",,,,2
"4674",5534,14274,"12/18/2015","10:15","STATEN ISLAND",10309,40.5247216,-74.2102805,"(40.5247216, -74.2102805)","AMBOY ROAD","WOODVALE AVENUE",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unsafe Speed",,,,3355930,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"4675",5535,14275,"12/18/2015","10:16","BRONX",10451,40.8265162,-73.9179381,"(40.8265162, -73.9179381)","EAST 162 STREET","MORRIS AVENUE",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3356109,"PASSENGER VEHICLE","UNKNOWN",,,,2
"4676",5536,14276,"12/18/2015","10:20","BROOKLYN",11210,40.6286468,-73.9520675,"(40.6286468, -73.9520675)","BEDFORD AVENUE","AVENUE I",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3356245,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"4677",5537,14277,"12/18/2015","10:20","BROOKLYN",11225,40.6631828,-73.9624487,"(40.6631828, -73.9624487)","FLATBUSH AVENUE","EMPIRE BOULEVARD",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3355625,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"4678",5538,14278,"12/18/2015","10:20","MANHATTAN",10031,40.8200975,-73.9550764,"(40.8200975, -73.9550764)","WEST 135 STREET","BROADWAY",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3355377,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"4679",5539,14279,"12/18/2015","10:20","QUEENS",11422,40.6652473,-73.7375615,"(40.6652473, -73.7375615)","SOUTH CONDUIT AVENUE","241 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3355735,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"4680",5540,14280,"12/18/2015","10:20","BRONX",10460,40.845986,-73.8844667,"(40.845986, -73.8844667)","EAST 180 STREET","SOUTHERN BOULEVARD",,2,0,0,0,0,0,2,0,"Unspecified",,,,,3359427,"VAN","BUS",,,,2
"4681",5541,14282,"12/18/2015","10:30","QUEENS",11432,40.7042244,-73.7979608,"(40.7042244, -73.7979608)","UNION HALL STREET","JAMAICA AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3355708,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"4682",5542,14287,"12/18/2015","10:40","QUEENS",11379,40.7246257,-73.8800267,"(40.7246257, -73.8800267)","79 STREET","ELIOT AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3355719,"PASSENGER VEHICLE","UNKNOWN",,,,2
"4683",5543,14288,"12/18/2015","10:45","BRONX",10451,40.8234685,-73.92446,"(40.8234685, -73.92446)","GRAND CONCOURSE","EAST 156 STREET",,0,0,0,0,0,0,0,0,"Fatigued/Drowsy","Unspecified",,,,3356704,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"4684",5544,14289,"12/18/2015","10:45","BROOKLYN",11213,40.6705818,-73.9309525,"(40.6705818, -73.9309525)","SAINT JOHNS PLACE","UTICA AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3356293,"PASSENGER VEHICLE","UNKNOWN",,,,2
"4685",5545,14292,"12/18/2015","11:00","BRONX",10456,40.8308055,-73.8997314,"(40.8308055, -73.8997314)","TINTON AVENUE","EAST 169 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3357911,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"4686",5546,14293,"12/18/2015","11:00","BROOKLYN",11204,40.6298598,-73.9790361,"(40.6298598, -73.9790361)","18 AVENUE","46 STREET",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",,,,3356203,"SPORT UTILITY / STATION WAGON","PICK-UP TRUCK",,,,2
"4687",5548,14295,"12/18/2015","11:00","MANHATTAN",10019,40.763645,-73.9776872,"(40.763645, -73.9776872)","AVENUE OF THE AMERICAS","WEST 56 STREET",,0,0,0,0,0,0,0,0,"Lost Consciousness","Unspecified",,,,3356610,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"4688",5549,14296,"12/18/2015","11:00","QUEENS",11385,40.7005169,-73.8983694,"(40.7005169, -73.8983694)","MYRTLE AVENUE","60 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3355720,"SMALL COM VEH(4 TIRES)","UNKNOWN",,,,2
"4689",5550,14297,"12/18/2015","11:02","BROOKLYN",11230,40.6247649,-73.9651721,"(40.6247649, -73.9651721)","CONEY ISLAND AVENUE","AVENUE J",,0,0,0,0,0,0,0,0,"Unspecified",,,,,3362489,"VAN",,,,,1
"4690",5551,14298,"12/18/2015","11:04","BRONX",10457,40.8514695,-73.8955651,"(40.8514695, -73.8955651)","EAST 180 STREET","WASHINGTON AVENUE",,1,0,1,0,0,0,0,0,"Backing Unsafely",,,,,3355462,"PASSENGER VEHICLE",,,,,1
"4691",5552,14299,"12/18/2015","11:15","BRONX",10451,40.8277186,-73.9222329,"(40.8277186, -73.9222329)","EAST 162 STREET","GRAND CONCOURSE",,1,0,1,0,0,0,0,0,"Unspecified",,,,,3355416,"PASSENGER VEHICLE",,,,,1
"4692",5553,14300,"12/18/2015","11:16","MANHATTAN",10027,40.8126106,-73.9568264,"(40.8126106, -73.9568264)","AMSTERDAM AVENUE","LASALLE STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3355371,"PASSENGER VEHICLE","VAN",,,,2
"4693",5554,14301,"12/18/2015","11:18","BRONX",10462,40.8478012,-73.8651189,"(40.8478012, -73.8651189)","RHINELANDER AVENUE","HOLLAND AVENUE",,2,0,0,0,0,0,2,0,"Unspecified","Unspecified",,,,3356152,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"4694",5555,14302,"12/18/2015","11:20","BRONX",10465,40.8249455,-73.8205094,"(40.8249455, -73.8205094)","LAMPORT PLACE","EAST TREMONT AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3355429,"PASSENGER VEHICLE","UNKNOWN",,,,2
"4695",5556,14303,"12/18/2015","11:21","BRONX",10451,40.8157206,-73.9250541,"(40.8157206, -73.9250541)","EAST 144 STREET","RIDER AVENUE",,0,0,0,0,0,0,0,0,"Unspecified",,,,,3356069,"TAXI","SMALL COM VEH(4 TIRES)",,,,2
"4696",5557,14304,"12/18/2015","11:28","QUEENS",11354,40.7667231,-73.836352,"(40.7667231, -73.836352)","HIGGINS STREET","32 AVENUE",,0,0,0,0,0,0,0,0,"Lost Consciousness","Unspecified",,,,3357691,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"4697",5558,14305,"12/18/2015","11:28","QUEENS",11427,40.729355,-73.7476569,"(40.729355, -73.7476569)","SPENCER AVENUE","218 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3355739,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"4698",5559,14306,"12/18/2015","11:30","BRONX",10468,40.859607,-73.907775,"(40.859607, -73.907775)","UNIVERSITY AVENUE","WEST 183 STREET",,0,0,0,0,0,0,0,0,"Prescription Medication","Unspecified",,,,3356173,"TAXI","PASSENGER VEHICLE",,,,2
"4699",5560,14307,"12/18/2015","11:30","BROOKLYN",11226,40.6502972,-73.9661462,"(40.6502972, -73.9661462)","MARLBOROUGH ROAD","CATON AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3356246,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"4700",5561,14308,"12/18/2015","11:30","MANHATTAN",10024,40.7831465,-73.978327,"(40.7831465, -73.978327)","WEST 79 STREET","AMSTERDAM AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3356624,"VAN","VAN",,,,2
"4701",5562,14309,"12/18/2015","11:32","BROOKLYN",11210,40.6363264,-73.9583996,"(40.6363264, -73.9583996)","OCEAN AVENUE","FOSTER AVENUE",,1,0,1,0,0,0,0,0,"Unspecified","Unspecified","Unspecified",,,3356247,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,3
"4702",5563,14311,"12/18/2015","11:33","MANHATTAN",10019,40.7611476,-73.9795146,"(40.7611476, -73.9795146)","6 AVENUE","WEST 52 STREET",,0,0,0,0,0,0,0,0,"Turning Improperly","Other Vehicular",,,,3355329,"TAXI","PASSENGER VEHICLE",,,,2
"4703",5564,14312,"12/18/2015","11:42","BROOKLYN",11221,40.691894,-73.9338333,"(40.691894, -73.9338333)","LAFAYETTE AVENUE","STUYVESANT AVENUE",,2,0,0,0,0,0,2,0,"Unspecified","Unspecified",,,,3355632,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"4704",5565,14313,"12/18/2015","11:45","BRONX",10472,40.8276556,-73.8860957,"(40.8276556, -73.8860957)","WESTCHESTER AVENUE","WHITLOCK AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3355397,"LIVERY VEHICLE","OTHER",,,,2
"4705",5566,14314,"12/18/2015","11:45","BROOKLYN",11220,40.6374517,-74.0219535,"(40.6374517, -74.0219535)","4 AVENUE","66 STREET",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3355543,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"4706",5567,14315,"12/18/2015","11:48","MANHATTAN",10040,40.8587443,-73.9301173,"(40.8587443, -73.9301173)","HILLSIDE AVENUE","BOGARDUS PLACE",,1,0,0,0,0,0,1,0,"Unspecified","Unspecified",,,,3355388,"OTHER","PASSENGER VEHICLE",,,,2
"4707",5568,14316,"12/18/2015","11:50","BROOKLYN",11222,40.7228578,-73.9390337,"(40.7228578, -73.9390337)","ANTHONY STREET","MORGAN AVENUE",,0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",,,,3355673,"VAN","SPORT UTILITY / STATION WAGON",,,,2
"4708",5569,14318,"12/18/2015","12:00","BROOKLYN",11222,40.7242651,-73.9376542,"(40.7242651, -73.9376542)","MEEKER AVENUE","APOLLO STREET",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",,,,3355675,"PASSENGER VEHICLE","PICK-UP TRUCK",,,,2
"4709",5570,14319,"12/18/2015","12:00","BROOKLYN",11226,40.644617,-73.9621601,"(40.644617, -73.9621601)","EAST 18 STREET","BEVERLEY ROAD",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3356248,"SPORT UTILITY / STATION WAGON","PICK-UP TRUCK",,,,2
"4710",5571,14320,"12/18/2015","12:15","BROOKLYN",11237,40.7034061,-73.9177759,"(40.7034061, -73.9177759)","STANHOPE STREET","WYCKOFF AVENUE",,0,0,0,0,0,0,0,0,"Unspecified",,,,,3355638,"OTHER",,,,,1
"4711",5572,14321,"12/18/2015","12:15","QUEENS",11101,40.753996,-73.9424305,"(40.753996, -73.9424305)","21 STREET","41 AVENUE",,0,0,0,0,0,0,0,0,"Fatigued/Drowsy","Unspecified",,,,3357115,"UNKNOWN","PASSENGER VEHICLE",,,,2
"4712",5573,14322,"12/18/2015","12:18","STATEN ISLAND",10301,40.634564,-74.0968644,"(40.634564, -74.0968644)","BRIGHTON AVENUE","STANLEY AVENUE",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Failure to Yield Right-of-Way",,,,3355902,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"4713",5574,14323,"12/18/2015","12:18","MANHATTAN",10009,40.7212771,-73.977788,"(40.7212771, -73.977788)","EAST 4 STREET","AVENUE D",,1,0,1,0,0,0,0,0,"Failure to Yield Right-of-Way",,,,,3355966,"PASSENGER VEHICLE",,,,,1
"4714",5575,14324,"12/18/2015","12:19","MANHATTAN",10023,40.7775329,-73.9749962,"(40.7775329, -73.9749962)","WEST 74 STREET","CENTRAL PARK WEST",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3356628,"LIVERY VEHICLE","TAXI",,,,2
"4715",5576,14325,"12/18/2015","12:25","BRONX",10458,40.8603808,-73.8888848,"(40.8603808, -73.8888848)","EAST FORDHAM ROAD","WASHINGTON AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3355464,"PASSENGER VEHICLE","SMALL COM VEH(4 TIRES)",,,,2
"4716",5577,14327,"12/18/2015","12:29","BROOKLYN",11222,40.7332803,-73.9521293,"(40.7332803, -73.9521293)","MC GUINNESS BOULEVARD","HURON STREET",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",,,,3355676,"SMALL COM VEH(4 TIRES)","TAXI",,,,2
"4717",5578,14328,"12/18/2015","12:30","BRONX",10475,40.8687708,-73.8317333,"(40.8687708, -73.8317333)","BAYCHESTER AVENUE","BARTOW AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3355431,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"4718",5579,14329,"12/18/2015","12:30","BROOKLYN",11213,40.6691002,-73.9366568,"(40.6691002, -73.9366568)","TROY AVENUE","EASTERN PARKWAY",,0,0,0,0,0,0,0,0,"Other Vehicular","Other Vehicular",,,,3356252,"PASSENGER VEHICLE","BUS",,,,2
"4719",5580,14331,"12/18/2015","12:44","BRONX",10472,40.8262791,-73.8767251,"(40.8262791, -73.8767251)","WARD AVENUE","WATSON AVENUE",,0,0,0,0,0,0,0,0,"Illness","Unspecified",,,,3356101,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
